id,value
id_104,20.760215291946725
id_105,39.84593730453581
id_106,26.6221804682851
id_107,7.662516612175335
id_108,7.382641887609463
id_109,75.66799720998614
id_110,45.53212281310448
id_111,15.822129926617755
id_112,26.718030735148712
id_113,14.569035458333408
id_114,11.00033223870441
id_115,24.55886471484062
id_116,26.75301987744855
id_117,6.294257737745541
id_118,17.103743670574943
id_119,17.038691189498426
id_120,67.66245315679329
id_121,20.34155517220241
id_122,33.89122458105389
id_123,22.969239896227812
id_124,6.374332164690459
id_125,38.874557726543415
id_126,5.947255946623497
id_127,19.971414696626717
id_128,26.794287466401304
id_129,58.544614552462086
id_130,20.08229822199114
id_131,24.621147816259356
id_132,56.55365900489071
id_133,15.420562960345556
id_134,9.77662074584969
id_135,1.6849670158119316
id_136,12.19935320686247
id_137,56.20751538482984
id_138,11.735058951434828
id_139,6.095517080723648
id_140,26.649038351005274
id_141,24.822995136540392
id_142,42.05990247188242
id_143,27.157848979409003
id_144,16.775615006311135
id_145,24.752572045676267
id_146,9.181254150825781
id_147,50.95112285735372
id_148,18.24280931631362
id_149,38.130531172607064
id_150,11.914738558500279
id_151,6.611515894893513
id_152,22.72162863754488
id_153,7.11353091571813
id_154,16.648146644892723
id_155,37.740997545053716
id_156,6.474284240208327
id_157,32.43111317379974
id_158,7.652525278260154
id_159,16.475951455008705
id_160,38.23372450236138
id_161,18.01512276072387
id_162,13.884575646507802
id_163,5.916323430512869
id_164,46.07868865906512
id_165,26.579877928667397
id_166,2.6066193378057703
id_167,13.209691990414202
id_168,59.60995258787906
id_169,10.384535873860166
id_170,59.82845922726523
id_171,35.037217001810035
id_172,27.707101305631216
id_173,17.963244584009594
id_174,56.15657807056436
id_175,19.45177504033459
id_176,21.80463538622547
id_177,34.77113041862342
id_178,9.63088456585227
id_179,31.402764499365375
id_180,14.588073153963157
id_181,9.72634738950851
id_182,49.35038721019497
id_183,49.259461230648206
id_184,13.402456886587187
id_185,28.788407596620466
id_186,21.925721700794746
id_187,66.1301604649786
id_188,8.4889736238699
id_189,53.60298129481612
id_190,39.11747546845077
id_191,15.288407851659679
id_192,26.158728770869537
id_193,-0.4175276600592901
id_194,18.892095712973397
id_195,0.14577828959537875
id_196,34.89835812255872
id_197,9.887111471646614
id_198,18.74323281328526
id_199,61.903808027891905
id_200,25.99986815654829
id_201,26.363247533729076
id_202,62.79244011450529
id_203,10.273796774412025
id_204,8.589146720375826
id_205,10.09054282863395
id_206,4.668850860541957
id_207,0.8369706913494608
id_208,123.55488237187512
id_209,18.369676607124823
id_210,13.642340101759812
id_211,12.969934372613565
id_212,35.35758931578808
id_213,34.84507461306272
id_214,20.33645803593003
id_215,31.429286015744097
id_216,81.93933239543568
id_217,0.00573016906027668
id_218,12.300784182381415
id_219,29.443452620802223
id_220,14.702307859543716
id_221,12.25178450596589
id_222,114.12481711447316
id_223,10.966209220840405
id_224,15.003285223741882
id_225,54.29917918640838
id_226,11.625992404336344
id_227,19.651690780891904
id_228,8.896821681987735
id_229,4.9423902007370835
id_230,42.889775512026795
id_231,10.804265133577971
id_232,52.96367393708228
id_233,38.36248052238027
id_234,20.122918742615962
id_235,42.511941718516425
id_236,70.56096015374675
id_237,41.948131371554965
id_238,-0.7217324249127751
id_239,17.687611849494566
