id,value
id_89,20.915780618319978
id_90,29.657126488961964
id_91,40.89619986999159
id_92,5.040722069728153
id_93,38.79278069978572
id_94,46.402832211159854
id_95,16.432975018687134
id_96,32.09133566239018
id_97,12.297240528382066
id_98,23.8990944667376
id_99,4.7727559023826185
id_100,18.127443174068386
id_101,26.39082226404815
id_102,13.565702548459234
id_103,15.744009549707776
id_104,23.22502631130085
id_105,39.76754472766948
id_106,30.18501059504374
id_107,7.177757386551791
id_108,6.575388222005833
id_109,80.39633174556269
id_110,47.837032094398545
id_111,15.75284517840715
id_112,27.360153427697192
id_113,14.824371848340459
id_114,14.186683240117333
id_115,24.98509256366966
id_116,25.71591366820626
id_117,10.467452801182063
id_118,18.691666202814417
id_119,19.24604788281048
id_120,82.08553697493231
id_121,24.73217762003671
id_122,36.28201789535078
id_123,24.770973803182716
id_124,8.065900630397298
id_125,39.017340373267785
id_126,9.645275802174421
id_127,21.688975277296052
id_128,28.825998025619178
id_129,62.96037090287252
id_130,21.945710355722575
id_131,23.3905013506132
id_132,59.47578200590793
id_133,14.628440560284453
id_134,14.09860046116117
id_135,3.0561722856958595
id_136,12.459026649379602
id_137,59.36745805620541
id_138,20.106711540742516
id_139,5.570527542242262
id_140,28.430147886307765
id_141,25.391230877716417
id_142,45.139795280933086
id_143,30.017871337062516
id_144,17.666261377107478
id_145,25.770223398939542
id_146,11.3377692831609
id_147,51.30940939668315
id_148,22.73516370612539
id_149,38.36328922599078
id_150,9.829195843453356
id_151,7.465445492493277
id_152,24.21341045942914
id_153,6.965081951212491
id_154,15.120869386574615
id_155,40.79974371379822
id_156,8.658563397015639
id_157,36.47855499144636
id_158,11.87485270013719
id_159,18.493442475284077
id_160,40.98569350391108
id_161,18.708150411306118
id_162,12.71382904083527
id_163,7.692503725119357
id_164,52.04351977472116
id_165,30.449444515009002
id_166,-0.8422859709364956
id_167,15.68367213687792
id_168,63.91340485372905
id_169,14.16860466684789
id_170,64.1174927536619
id_171,38.91179196517981
id_172,27.30153984443356
id_173,20.119539146632235
id_174,62.47549835264068
id_175,24.8303537294625
id_176,21.012697049866844
id_177,37.5189481867739
id_178,11.395444065715296
id_179,30.628995492351024
id_180,16.69897266718675
id_181,11.5808109520579
id_182,55.593138654588536
id_183,46.21869042955383
id_184,16.418882373148897
id_185,34.85906330373213
id_186,26.350960302629414
id_187,71.27060796189076
id_188,10.354082602814566
id_189,57.88130649676815
id_190,37.99800013306264
id_191,15.72931363648727
id_192,28.792942693771565
id_193,0.686816098730405
id_194,18.696424080112326
id_195,1.068384381513377
id_196,33.72963973919131
id_197,11.218917972541366
id_198,18.898550493532795
id_199,60.68886053144506
id_200,24.29684793728551
id_201,24.491608010460503
id_202,65.83582220815028
id_203,11.266454644197058
id_204,9.59975370328359
id_205,11.655389822568846
id_206,8.004108419885625
id_207,2.1736159510089506
id_208,133.6776634456504
id_209,19.843188295771114
id_210,16.068820817669998
id_211,14.230116078494884
id_212,36.332870213561954
id_213,35.8419874040345
id_214,18.79013702176869
id_215,34.2580721036943
id_216,76.2306944084123
id_217,0.9750629706361735
id_218,12.832607320151311
id_219,31.97044049602242
id_220,15.282816163861078
id_221,12.919849887007942
id_222,104.93876722767833
id_223,12.695396576637023
id_224,16.936749218661742
id_225,64.3905714847973
id_226,16.73617885449178
id_227,19.20416053560642
id_228,9.718194753408826
id_229,9.167538031743714
id_230,45.23901108281566
id_231,13.498694836886752
id_232,54.2041956829648
id_233,41.56586440029429
id_234,24.571660905240194
id_235,40.759797406717574
id_236,69.27528863903068
id_237,42.77526056232586
id_238,12.238535297930284
id_239,17.270988591892895
